phosphate_weight,base_stacking_weight,metal_coordination_weight,objective,top1_accuracy,mean_score_error,mean_expected_contact_hit_fraction,mean_expected_contact_specificity,mean_top_pose_rmsd_to_reference,mean_best_decoy_rmsd_to_reference,mean_reference_best_decoy_margin,mean_decoy_margin_penalty,mean_threatening_decoy_clash_penalty,mean_active_aptamer_term_count,mean_reference_rank,case_summaries
-0.080000,-0.350000,-0.100000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.703604,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.704:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.080000,-0.350000,-0.220000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.703604,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.704:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.080000,-0.350000,-0.350000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.703604,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.704:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.120000,-0.350000,-0.100000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.703594,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.704:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.120000,-0.350000,-0.220000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.703594,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.704:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.120000,-0.350000,-0.350000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.703594,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.704:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.180000,-0.350000,-0.100000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.703579,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.704:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.180000,-0.350000,-0.220000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.703579,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.704:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.180000,-0.350000,-0.350000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.703579,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.704:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.240000,-0.350000,-0.100000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.703565,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.704:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.240000,-0.350000,-0.220000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.703565,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.704:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.240000,-0.350000,-0.350000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.703565,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.704:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.320000,-0.350000,-0.100000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.703545,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.704:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.320000,-0.350000,-0.220000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.703545,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.704:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.320000,-0.350000,-0.350000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.703545,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.704:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.080000,-0.250000,-0.100000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.685607,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.686:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.080000,-0.250000,-0.220000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.685607,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.686:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.080000,-0.250000,-0.350000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.685607,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.686:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.120000,-0.250000,-0.100000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.685598,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.686:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.120000,-0.250000,-0.220000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.685598,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.686:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.120000,-0.250000,-0.350000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.685598,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.686:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.180000,-0.250000,-0.100000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.685583,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.686:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.180000,-0.250000,-0.220000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.685583,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.686:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.180000,-0.250000,-0.350000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.685583,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.686:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.240000,-0.250000,-0.100000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.685568,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.686:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.240000,-0.250000,-0.220000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.685568,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.686:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.240000,-0.250000,-0.350000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.685568,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.686:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.320000,-0.250000,-0.100000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.685548,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.686:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.320000,-0.250000,-0.220000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.685548,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.686:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.320000,-0.250000,-0.350000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.685548,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.686:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.080000,-0.150000,-0.100000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.667611,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.668:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.080000,-0.150000,-0.220000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.667611,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.668:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.080000,-0.150000,-0.350000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.667611,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.668:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.120000,-0.150000,-0.100000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.667601,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.668:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.120000,-0.150000,-0.220000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.667601,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.668:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.120000,-0.150000,-0.350000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.667601,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.668:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.180000,-0.150000,-0.100000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.667586,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.668:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.180000,-0.150000,-0.220000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.667586,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.668:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.180000,-0.150000,-0.350000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.667586,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.668:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.240000,-0.150000,-0.100000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.667572,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.668:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.240000,-0.150000,-0.220000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.667572,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.668:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.240000,-0.150000,-0.350000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.667572,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.668:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.320000,-0.150000,-0.100000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.667552,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.668:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.320000,-0.150000,-0.220000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.667552,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.668:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
-0.320000,-0.150000,-0.350000,0.187500,1.000000,0.000000,1.000,0.000,0.000,8.224,26.667552,0.000000,0.000000,2.000000,1.000000,4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.668:topRMSD0.000:bestDecoyRMSD8.224:contactSpec0.000:clashPen0.000
